tweet_content,emotion,decision_type,financial_strategy,financial_goal,sentiment_score,likes,retweets,replies,spending_behavior,financial_behavior
"I can't wait to see how my investments perform in the next few years. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Anticipation,Balanced,Debt Management,Retirement Savings,0.55,174,182,7,Frugal,Good behavior
"The fees associated with these loans are just too much. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Disgust,Balanced,Budgeting,Buying a House,-0.13,665,260,96,Average,Good behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Anger,Aggressive,Debt Management,Buying a House,-0.29,177,362,19,Splurge,Risky behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Joy,Conservative,Investing,Education Fund,-0.01,260,206,5,Splurge,Moderate behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Positive,Conservative,Debt Management,Retirement Savings,-0.01,168,305,4,Average,Moderate behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Emergency Fund",Positive,Balanced,Budgeting,Emergency Fund,-0.72,387,271,93,Splurge,Good behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Positive,Conservative,Budgeting,Education Fund,-0.34,107,462,65,Average,Good behavior
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Disgust,Conservative,Investing,Emergency Fund,0.99,83,139,3,Average,Moderate behavior
"It’s tough seeing my investments lose value, but I’ll recover. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Emergency Fund",Sadness,Balanced,Saving,Emergency Fund,0.24,422,287,35,Splurge,Good behavior
"I trust that my investments will pay off in the long run. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Emergency Fund",Trust,Balanced,Budgeting,Emergency Fund,-0.45,261,95,79,Splurge,Good behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Positive,Conservative,Investing,Retirement Savings,0.75,654,470,21,Average,Moderate behavior
"Starting my investment journey feels like the right step towards financial freedom. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Positive,Aggressive,Investing,Emergency Fund,0.52,410,402,35,Average,Risky behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Surprise,Conservative,Saving,Retirement Savings,0.11,563,486,48,Splurge,Good behavior
"I never imagined how quickly my savings could grow with consistent investing. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Surprise,Conservative,Investing,Buying a House,0.54,930,305,24,Splurge,Moderate behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Joy,Aggressive,Budgeting,Buying a House,0.6,824,315,27,Splurge,Moderate behavior
"It's so frustrating when I see unnecessary fees eating into my savings! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Anger,Conservative,Investing,Emergency Fund,0.41,571,363,97,Splurge,Moderate behavior
"I trust that my investments will pay off in the long run. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Trust,Aggressive,Debt Management,Education Fund,0.25,96,497,24,Frugal,Risky behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Anger,Conservative,Budgeting,Education Fund,-0.78,394,220,37,Average,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Education Fund",Sadness,Aggressive,Saving,Education Fund,-0.59,425,209,0,Frugal,Moderate behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Sadness,Aggressive,Debt Management,Buying a House,0.15,635,60,93,Splurge,Risky behavior
"Building my emergency fund is a step toward financial security and peace of mind. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Trust,Balanced,Saving,Retirement Savings,0.34,400,235,49,Frugal,Good behavior
"I trust that my investments will pay off in the long run. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Emergency Fund",Trust,Aggressive,Budgeting,Emergency Fund,0.42,188,383,63,Average,Moderate behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Anger,Conservative,Budgeting,Retirement Savings,-0.75,845,245,16,Splurge,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Sadness,Conservative,Saving,Buying a House,-0.5,677,241,73,Frugal,Good behavior
"I never imagined how quickly my savings could grow with consistent investing. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Surprise,Aggressive,Budgeting,Education Fund,-0.27,62,248,92,Splurge,Moderate behavior
"I'm thrilled to be saving for my future, it's so empowering! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Joy,Conservative,Debt Management,Emergency Fund,0.13,901,287,96,Splurge,Moderate behavior
"I didn’t meet my savings goal this month, but I’ll keep pushing forward. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Disappointment,Aggressive,Investing,Retirement Savings,0.08,366,51,13,Frugal,Risky behavior
"I’m disgusted by how my financial situation has been mismanaged in the past. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Disgust,Aggressive,Saving,Retirement Savings,-0.4,363,478,83,Frugal,Moderate behavior
"Fear of debt keeps me up at night, but I’m working on paying it off. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Fear,Conservative,Debt Management,Education Fund,-0.92,192,195,18,Average,Moderate behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Sadness,Conservative,Saving,Buying a House,-0.95,145,394,34,Frugal,Good behavior
"Fear of debt keeps me up at night, but I’m working on paying it off. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Fear,Balanced,Debt Management,Education Fund,-0.48,99,366,52,Average,Good behavior
"It’s tough seeing my investments lose value, but I’ll recover. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Sadness,Conservative,Budgeting,Retirement Savings,0.2,369,445,6,Frugal,Good behavior
"It's so frustrating when I see unnecessary fees eating into my savings! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Anger,Conservative,Investing,Buying a House,0.36,681,205,64,Frugal,Moderate behavior
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Fear,Conservative,Investing,Education Fund,0.4,280,227,58,Frugal,Moderate behavior
"What if I lose my job and don’t have enough savings to cover expenses? #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Fear,Conservative,Saving,Buying a House,0.85,984,459,11,Average,Good behavior
"I’m angry at myself for not sticking to my financial goals last year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Anger,Balanced,Debt Management,Education Fund,-0.69,718,360,86,Average,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Sadness,Balanced,Debt Management,Retirement Savings,-0.52,974,274,49,Splurge,Good behavior
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Fear,Aggressive,Investing,Retirement Savings,-0.41,351,111,65,Frugal,Risky behavior
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Trust,Balanced,Saving,Retirement Savings,0.57,77,95,1,Frugal,Good behavior
"It's so frustrating when I see unnecessary fees eating into my savings! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Anger,Aggressive,Debt Management,Emergency Fund,-0.11,598,485,44,Splurge,Risky behavior
"I’m disgusted by how my financial situation has been mismanaged in the past. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Disgust,Aggressive,Investing,Retirement Savings,0.72,797,204,19,Splurge,Risky behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Positive,Balanced,Debt Management,Retirement Savings,-0.27,243,435,8,Average,Good behavior
"What if I lose my job and don’t have enough savings to cover expenses? #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Fear,Conservative,Budgeting,Education Fund,-0.91,781,367,99,Frugal,Good behavior
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Trust,Aggressive,Budgeting,Retirement Savings,0.03,118,84,79,Frugal,Moderate behavior
"I’m angry at myself for not sticking to my financial goals last year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Anger,Aggressive,Budgeting,Buying a House,-0.8,585,492,98,Splurge,Moderate behavior
"I was surprised to learn how much money I could save by budgeting properly! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Surprise,Aggressive,Budgeting,Retirement Savings,-0.31,924,493,61,Frugal,Moderate behavior
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Trust,Aggressive,Budgeting,Buying a House,-0.65,335,291,29,Average,Moderate behavior
"I can't wait to see how my investments perform in the next few years. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Anticipation,Conservative,Debt Management,Buying a House,0.36,355,220,58,Frugal,Moderate behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Positive,Conservative,Saving,Retirement Savings,0.49,662,105,88,Splurge,Good behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Joy,Aggressive,Debt Management,Retirement Savings,-0.32,160,207,8,Splurge,Risky behavior
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Anticipation,Aggressive,Budgeting,Education Fund,-0.64,52,189,9,Splurge,Moderate behavior
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Fear,Balanced,Budgeting,Education Fund,0.66,331,22,38,Splurge,Good behavior
"What if I lose my job and don’t have enough savings to cover expenses? #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Fear,Aggressive,Saving,Retirement Savings,0.74,286,467,3,Frugal,Moderate behavior
"I thought I could afford that new gadget, but it looks like I need to save more. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Disappointment,Balanced,Investing,Education Fund,-0.21,827,396,6,Splurge,Moderate behavior
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Fear,Conservative,Budgeting,Retirement Savings,-0.56,941,351,84,Frugal,Good behavior
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Anticipation,Balanced,Investing,Education Fund,-0.09,154,422,47,Splurge,Moderate behavior
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Trust,Aggressive,Budgeting,Education Fund,-0.15,864,452,66,Average,Moderate behavior
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Anticipation,Balanced,Budgeting,Buying a House,-0.2,533,61,30,Frugal,Good behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Surprise,Conservative,Investing,Retirement Savings,-0.54,277,378,88,Splurge,Moderate behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Positive,Conservative,Saving,Buying a House,0.17,244,412,61,Splurge,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Sadness,Aggressive,Budgeting,Buying a House,-0.38,15,428,50,Splurge,Moderate behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Joy,Conservative,Investing,Retirement Savings,0.98,673,127,19,Splurge,Moderate behavior
"It's so frustrating when I see unnecessary fees eating into my savings! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Anger,Balanced,Debt Management,Retirement Savings,0.2,26,369,74,Splurge,Good behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Positive,Aggressive,Debt Management,Retirement Savings,-0.65,966,343,99,Average,Risky behavior
"I never imagined how quickly my savings could grow with consistent investing. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Surprise,Aggressive,Debt Management,Retirement Savings,0.68,516,345,20,Average,Risky behavior
"Saving every month for a house down payment is a fulfilling goal. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Positive,Conservative,Debt Management,Buying a House,-0.56,620,27,63,Splurge,Moderate behavior
"I didn’t meet my savings goal this month, but I’ll keep pushing forward. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Disappointment,Aggressive,Debt Management,Buying a House,0.83,660,370,98,Average,Risky behavior
"I’m disgusted by how my financial situation has been mismanaged in the past. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Disgust,Conservative,Saving,Buying a House,-0.14,295,160,62,Frugal,Good behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Anger,Conservative,Saving,Buying a House,-0.78,452,222,88,Frugal,Good behavior
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Anticipation,Balanced,Investing,Emergency Fund,0.55,439,197,95,Splurge,Moderate behavior
"I'm disappointed in my recent financial decisions, but there's always room to improve. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Disappointment,Conservative,Debt Management,Buying a House,-0.44,262,252,40,Splurge,Moderate behavior
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Disgust,Conservative,Investing,Emergency Fund,-0.58,668,408,25,Frugal,Moderate behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Surprise,Balanced,Saving,Retirement Savings,0.76,384,231,90,Frugal,Good behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Joy,Aggressive,Debt Management,Buying a House,-0.19,344,203,34,Average,Risky behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Positive,Balanced,Investing,Education Fund,-0.58,679,319,69,Average,Moderate behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Emergency Fund",Surprise,Balanced,Saving,Emergency Fund,0.27,967,488,51,Splurge,Good behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Anger,Aggressive,Budgeting,Education Fund,-0.96,272,237,9,Splurge,Moderate behavior
"Looking forward to the rewards of my investment strategy over time. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Anticipation,Balanced,Investing,Education Fund,-0.25,390,202,7,Splurge,Moderate behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Sadness,Conservative,Debt Management,Retirement Savings,0.6,370,6,50,Frugal,Moderate behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Joy,Balanced,Debt Management,Buying a House,-0.53,671,70,33,Average,Good behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Sadness,Balanced,Debt Management,Emergency Fund,0.9,145,193,56,Splurge,Good behavior
"Looking forward to the rewards of my investment strategy over time. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Anticipation,Balanced,Investing,Retirement Savings,0.78,571,4,73,Splurge,Moderate behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Joy,Conservative,Saving,Buying a House,-0.12,374,26,36,Average,Good behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Joy,Aggressive,Debt Management,Education Fund,0.55,303,347,37,Frugal,Risky behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Joy,Balanced,Investing,Retirement Savings,0.65,826,191,4,Frugal,Moderate behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Positive,Conservative,Debt Management,Retirement Savings,0.94,605,157,77,Average,Moderate behavior
"Building my emergency fund is a step toward financial security and peace of mind. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Trust,Aggressive,Investing,Retirement Savings,0.23,648,253,14,Frugal,Risky behavior
"I’m angry at myself for not sticking to my financial goals last year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Anger,Conservative,Saving,Buying a House,-0.41,763,409,63,Splurge,Good behavior
"Looking forward to the rewards of my investment strategy over time. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Anticipation,Balanced,Debt Management,Emergency Fund,-0.04,42,401,100,Average,Good behavior
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Anger,Conservative,Investing,Buying a House,0.57,94,21,40,Splurge,Moderate behavior
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Disgust,Balanced,Investing,Retirement Savings,0.95,455,380,50,Frugal,Moderate behavior
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Disgust,Aggressive,Investing,Emergency Fund,0.04,661,353,76,Frugal,Risky behavior
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Fear,Conservative,Budgeting,Buying a House,0.73,844,224,61,Splurge,Good behavior
"I thought I could afford that new gadget, but it looks like I need to save more. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Disappointment,Balanced,Debt Management,Emergency Fund,-0.19,104,381,69,Frugal,Good behavior
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Disgust,Conservative,Budgeting,Retirement Savings,0.1,599,156,5,Frugal,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Sadness,Balanced,Investing,Retirement Savings,0.09,663,226,49,Average,Moderate behavior
"I'm disappointed in my recent financial decisions, but there's always room to improve. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Disappointment,Balanced,Debt Management,Retirement Savings,-0.39,65,448,25,Frugal,Good behavior
"The fees associated with these loans are just too much. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Emergency Fund",Disgust,Aggressive,Budgeting,Emergency Fund,0.92,91,436,69,Average,Moderate behavior
"It's so frustrating when I see unnecessary fees eating into my savings! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Anger,Balanced,Debt Management,Education Fund,0.16,37,116,54,Splurge,Good behavior
"I thought I could afford that new gadget, but it looks like I need to save more. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Disappointment,Balanced,Budgeting,Retirement Savings,0.12,462,481,96,Frugal,Good behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Sadness,Aggressive,Debt Management,Education Fund,-0.47,21,206,9,Average,Risky behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Sadness,Balanced,Budgeting,Retirement Savings,0.0,502,217,78,Splurge,Good behavior
"I’m angry at myself for not sticking to my financial goals last year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Anger,Aggressive,Budgeting,Retirement Savings,-0.5,844,80,98,Splurge,Moderate behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",Surprise,Aggressive,Budgeting,Buying a House,0.27,156,444,2,Average,Moderate behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Joy,Aggressive,Investing,Education Fund,-0.06,324,454,78,Frugal,Risky behavior
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Sadness,Conservative,Debt Management,Buying a House,-0.83,401,116,92,Splurge,Moderate behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Joy,Balanced,Investing,Buying a House,-0.43,772,326,94,Splurge,Moderate behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Positive,Balanced,Investing,Buying a House,-0.72,555,13,52,Frugal,Moderate behavior
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",Joy,Aggressive,Debt Management,Retirement Savings,0.86,79,76,53,Splurge,Risky behavior
"I'm disappointed in my recent financial decisions, but there's always room to improve. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Disappointment,Balanced,Budgeting,Retirement Savings,-0.66,352,23,71,Splurge,Good behavior
"I'm disappointed in my recent financial decisions, but there's always room to improve. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",Disappointment,Conservative,Debt Management,Education Fund,0.46,169,206,74,Frugal,Moderate behavior
"I was surprised to learn how much money I could save by budgeting properly! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",Surprise,Conservative,Debt Management,Buying a House,-0.84,324,418,38,Splurge,Moderate behavior
"It’s tough seeing my investments lose value, but I’ll recover. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",Sadness,Conservative,Budgeting,Retirement Savings,-0.74,234,265,7,Frugal,Good behavior
"I trust that my investments will pay off in the long run. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",Trust,Balanced,Investing,Emergency Fund,-0.16,421,446,71,Frugal,Moderate behavior
"Fear of debt keeps me up at night, but I’m working on paying it off. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Fear,Balanced,Investing,Education Fund,-0.99,172,452,96,Average,Moderate behavior
"I'm thrilled to be saving for my future, it's so empowering! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Joy,Conservative,Saving,Buying a House,-0.72,254,154,94,Splurge,Good behavior
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",Surprise,Balanced,Saving,Buying a House,-0.03,269,342,47,Frugal,Good behavior
"It’s tough seeing my investments lose value, but I’ll recover. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",Sadness,Balanced,Saving,Retirement Savings,0.91,753,23,78,Splurge,Good behavior
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",Sadness,Conservative,Debt Management,Emergency Fund,-0.7,607,266,82,Average,Moderate behavior
"I'm thrilled to be saving for my future, it's so empowering! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",Joy,Balanced,Investing,Retirement Savings,0.05,979,328,45,Splurge,Moderate behavior
"What if I lose my job and don’t have enough savings to cover expenses? #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",Fear,Balanced,Budgeting,Education Fund,-0.6,392,438,1,Average,Good behavior
"Planning for retirement early is the best decision I’ve ever made. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Education Fund",Positive,Aggressive,Saving,Education Fund,0.65,582,372,89,Splurge,Moderate behavior
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Buying a House",Joy,Aggressive,Investing,Buying a House,-0.38,49,255,17,Frugal,Risky behavior
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Education Fund",Anticipation,Conservative,Investing,Education Fund,-0.02,81,105,77,Splurge,Moderate behavior
